user_id,signup_date,segment,target_role,resume_uploaded,assessment_completed,roadmap_generated,first_task_completed,d7_active,d30_active
U02346,2026-05-25,Final-year student,Product Manager,1,1,0,0,0,0
U02347,2026-06-10,Working professional,Product Manager,0,0,0,0,0,0
U02348,2026-06-22,Working professional,Product Manager,1,0,0,0,0,0
U02349,2026-06-10,Final-year student,Product Manager,1,1,0,0,0,0
U02350,2026-04-15,Final-year student,Product Manager,1,1,1,1,0,0
U02351,2026-03-02,Final-year student,Product Manager,1,1,1,1,1,0
U02352,2026-04-02,Working professional,Product Manager,1,0,0,0,0,0
U02353,2026-05-24,Final-year student,Marketing,1,1,1,1,0,0
U02354,2026-03-18,Fresh graduate,Software Engineer,1,1,0,0,0,0
U02355,2026-05-30,Final-year student,Product Manager,1,1,1,0,0,0
U02356,2026-05-07,Fresh graduate,Product Manager,1,1,1,1,1,1
U02357,2026-02-07,Fresh graduate,Software Engineer,1,1,1,0,0,0
U02358,2026-06-15,Fresh graduate,Product Manager,1,1,0,0,0,0
U02359,2026-06-02,Working professional,Product Manager,0,0,0,0,0,0
U02360,2026-04-18,Final-year student,Software Engineer,1,0,0,0,0,0
U02361,2026-02-04,Working professional,Product Manager,0,0,0,0,0,0
U02362,2026-02-10,Final-year student,Data Analyst,1,0,0,0,0,0
U02363,2026-06-01,Fresh graduate,Data Analyst,1,1,0,0,0,0
U02364,2026-01-04,Working professional,Data Analyst,1,1,1,1,1,0
U02365,2026-03-29,Fresh graduate,Product Manager,0,0,0,0,0,0
U02366,2026-04-22,Fresh graduate,Product Manager,1,1,1,1,0,0
U02367,2026-02-11,Final-year student,Product Manager,1,1,0,0,0,0
U02368,2026-06-05,Final-year student,Data Analyst,1,1,0,0,0,0
U02369,2026-04-05,Final-year student,Marketing,1,1,1,1,0,0
U02370,2026-01-12,Fresh graduate,Marketing,1,1,0,0,0,0
U02371,2026-02-27,Fresh graduate,Product Manager,1,1,1,0,0,0
U02372,2026-03-13,Final-year student,Data Analyst,1,1,0,0,0,0
U02373,2026-02-10,Final-year student,Product Manager,1,0,0,0,0,0
U02374,2026-06-19,Final-year student,Data Analyst,0,0,0,0,0,0
U02375,2026-03-06,Final-year student,Product Manager,1,1,1,1,0,0
U02376,2026-04-01,Final-year student,Product Manager,1,1,0,0,0,0
U02377,2026-04-07,Working professional,Product Manager,0,0,0,0,0,0
U02378,2026-02-09,Fresh graduate,Marketing,1,0,0,0,0,0
U02379,2026-04-13,Final-year student,Product Manager,1,1,1,0,0,0
U02380,2026-03-05,Fresh graduate,Product Manager,1,1,1,0,0,0
U02381,2026-01-02,Working professional,Product Manager,1,0,0,0,0,0
U02382,2026-03-15,Final-year student,Product Manager,1,1,1,1,0,0
U02383,2026-04-16,Final-year student,Marketing,0,0,0,0,0,0
U02384,2026-01-22,Final-year student,Product Manager,1,1,0,0,0,0
U02385,2026-05-21,Final-year student,Product Manager,0,0,0,0,0,0
U02386,2026-04-29,Fresh graduate,Data Analyst,1,0,0,0,0,0
U02387,2026-02-25,Working professional,Product Manager,1,1,0,0,0,0
U02388,2026-04-17,Final-year student,Product Manager,1,0,0,0,0,0
U02389,2026-02-24,Fresh graduate,Product Manager,1,1,0,0,0,0
U02390,2026-04-27,Final-year student,Product Manager,1,1,1,0,0,0
U02391,2026-01-28,Fresh graduate,Product Manager,1,0,0,0,0,0
U02392,2026-04-20,Fresh graduate,Product Manager,1,1,0,0,0,0
U02393,2026-01-10,Final-year student,Product Manager,1,1,1,0,0,0
U02394,2026-01-04,Final-year student,Software Engineer,1,1,1,1,1,1
U02395,2026-02-15,Fresh graduate,Data Analyst,1,0,0,0,0,0
U02396,2026-02-01,Working professional,Data Analyst,1,0,0,0,0,0
U02397,2026-03-30,Final-year student,Product Manager,1,1,1,1,0,0
U02398,2026-01-30,Final-year student,Product Manager,0,0,0,0,0,0
U02399,2026-02-14,Final-year student,Marketing,1,1,0,0,0,0
U02400,2026-01-18,Fresh graduate,Data Analyst,1,1,1,1,1,0
U02401,2026-06-09,Fresh graduate,Product Manager,1,1,0,0,0,0
U02402,2026-05-13,Fresh graduate,Product Manager,1,1,0,0,0,0
U02403,2026-02-09,Fresh graduate,Product Manager,1,0,0,0,0,0
U02404,2026-01-22,Working professional,Product Manager,0,0,0,0,0,0
U02405,2026-06-03,Working professional,Product Manager,1,0,0,0,0,0
U02406,2026-05-01,Final-year student,Product Manager,1,1,1,1,1,1
U02407,2026-06-09,Fresh graduate,Marketing,1,1,0,0,0,0
U02408,2026-02-02,Final-year student,Software Engineer,0,0,0,0,0,0
U02409,2026-03-06,Final-year student,Software Engineer,1,1,1,1,0,0
U02410,2026-01-22,Working professional,Product Manager,1,0,0,0,0,0
U02411,2026-03-18,Fresh graduate,Data Analyst,1,0,0,0,0,0
U02412,2026-01-30,Working professional,Software Engineer,0,0,0,0,0,0
U02413,2026-01-01,Final-year student,Product Manager,1,1,1,0,0,0
U02414,2026-04-02,Fresh graduate,Software Engineer,1,1,0,0,0,0
U02415,2026-06-26,Fresh graduate,Software Engineer,1,1,1,1,0,0
U02416,2026-04-27,Final-year student,Data Analyst,1,1,1,0,0,0
U02417,2026-05-17,Final-year student,Product Manager,1,0,0,0,0,0
U02418,2026-05-27,Fresh graduate,Data Analyst,1,1,0,0,0,0
U02419,2026-06-24,Final-year student,Product Manager,0,0,0,0,0,0
U02420,2026-01-24,Working professional,Product Manager,1,0,0,0,0,0
U02421,2026-02-15,Final-year student,Product Manager,1,1,1,1,0,0
U02422,2026-04-21,Final-year student,Product Manager,1,1,1,0,0,0
U02423,2026-05-28,Fresh graduate,Product Manager,1,1,1,1,0,0
U02424,2026-05-20,Final-year student,Product Manager,1,1,1,1,1,1
U02425,2026-05-11,Working professional,Software Engineer,1,0,0,0,0,0
U02426,2026-02-26,Fresh graduate,Product Manager,1,1,1,0,0,0
U02427,2026-03-07,Final-year student,Marketing,1,1,0,0,0,0
U02428,2026-01-15,Fresh graduate,Product Manager,1,1,1,0,0,0
U02429,2026-02-26,Fresh graduate,Software Engineer,1,1,1,0,0,0
U02430,2026-01-29,Fresh graduate,Marketing,1,1,0,0,0,0
U02431,2026-06-18,Working professional,Data Analyst,0,0,0,0,0,0
U02432,2026-01-17,Fresh graduate,Software Engineer,1,0,0,0,0,0
U02433,2026-03-07,Fresh graduate,Software Engineer,1,1,1,0,0,0
U02434,2026-06-09,Final-year student,Product Manager,1,0,0,0,0,0
U02435,2026-06-22,Fresh graduate,Product Manager,1,1,1,0,0,0
U02436,2026-03-09,Working professional,Product Manager,1,1,1,0,0,0
U02437,2026-03-25,Fresh graduate,Product Manager,1,1,1,1,1,1
U02438,2026-04-05,Fresh graduate,Product Manager,1,1,1,0,0,0
U02439,2026-05-28,Final-year student,Product Manager,1,1,1,1,0,0
U02440,2026-05-19,Fresh graduate,Marketing,0,0,0,0,0,0
U02441,2026-04-05,Working professional,Data Analyst,1,1,0,0,0,0
U02442,2026-03-08,Final-year student,Data Analyst,1,0,0,0,0,0
U02443,2026-03-09,Final-year student,Software Engineer,1,1,0,0,0,0
U02444,2026-04-27,Fresh graduate,Product Manager,1,0,0,0,0,0
U02445,2026-05-31,Fresh graduate,Product Manager,1,1,1,1,1,0
U02446,2026-01-14,Fresh graduate,Software Engineer,1,0,0,0,0,0
U02447,2026-05-19,Final-year student,Software Engineer,1,1,1,1,0,0
U02448,2026-03-28,Final-year student,Product Manager,0,0,0,0,0,0
U02449,2026-01-27,Fresh graduate,Product Manager,1,1,1,0,0,0
U02450,2026-01-18,Fresh graduate,Product Manager,1,1,1,1,1,0
U02451,2026-03-02,Fresh graduate,Product Manager,1,0,0,0,0,0
U02452,2026-02-14,Fresh graduate,Product Manager,1,1,1,0,0,0
U02453,2026-01-19,Fresh graduate,Product Manager,1,1,1,1,1,0
U02454,2026-02-22,Fresh graduate,Software Engineer,1,0,0,0,0,0
U02455,2026-05-31,Fresh graduate,Marketing,1,1,0,0,0,0
U02456,2026-05-10,Fresh graduate,Product Manager,1,1,1,1,1,0
U02457,2026-02-07,Fresh graduate,Software Engineer,1,0,0,0,0,0
U02458,2026-05-02,Final-year student,Data Analyst,1,1,1,0,0,0
U02459,2026-03-23,Final-year student,Product Manager,1,1,1,1,1,0
U02460,2026-05-15,Fresh graduate,Software Engineer,1,0,0,0,0,0
U02461,2026-02-14,Working professional,Product Manager,0,0,0,0,0,0
U02462,2026-01-12,Fresh graduate,Software Engineer,0,0,0,0,0,0
U02463,2026-02-26,Final-year student,Product Manager,0,0,0,0,0,0
U02464,2026-06-28,Fresh graduate,Marketing,1,1,1,1,0,0
U02465,2026-04-11,Final-year student,Marketing,1,1,1,0,0,0
U02466,2026-01-10,Fresh graduate,Product Manager,1,1,1,0,0,0
U02467,2026-06-25,Working professional,Product Manager,1,1,0,0,0,0
U02468,2026-05-29,Fresh graduate,Product Manager,1,1,0,0,0,0
U02469,2026-04-08,Fresh graduate,Data Analyst,1,1,1,0,0,0
U02470,2026-05-14,Final-year student,Software Engineer,1,1,0,0,0,0
U02471,2026-02-03,Final-year student,Product Manager,1,1,1,1,0,0
U02472,2026-04-17,Working professional,Data Analyst,1,0,0,0,0,0
U02473,2026-06-14,Fresh graduate,Product Manager,0,0,0,0,0,0
U02474,2026-03-20,Fresh graduate,Product Manager,1,1,1,0,0,0
U02475,2026-01-08,Final-year student,Product Manager,1,1,0,0,0,0
U02476,2026-05-17,Final-year student,Product Manager,1,0,0,0,0,0
U02477,2026-05-12,Final-year student,Product Manager,1,1,1,0,0,0
U02478,2026-05-14,Final-year student,Product Manager,1,1,0,0,0,0
U02479,2026-04-27,Final-year student,Product Manager,0,0,0,0,0,0
U02480,2026-01-25,Working professional,Marketing,1,1,1,1,1,0
U02481,2026-01-21,Fresh graduate,Product Manager,1,1,1,0,0,0
U02482,2026-05-23,Final-year student,Marketing,1,0,0,0,0,0
U02483,2026-06-03,Final-year student,Software Engineer,1,0,0,0,0,0
U02484,2026-01-15,Final-year student,Data Analyst,1,1,1,0,0,0
U02485,2026-04-15,Working professional,Product Manager,1,0,0,0,0,0
U02486,2026-04-01,Final-year student,Data Analyst,1,1,0,0,0,0
U02487,2026-03-05,Fresh graduate,Product Manager,1,1,1,0,0,0
U02488,2026-04-27,Working professional,Product Manager,1,1,0,0,0,0
U02489,2026-06-14,Final-year student,Product Manager,1,1,0,0,0,0
U02490,2026-05-28,Fresh graduate,Product Manager,1,1,1,1,0,0
U02491,2026-01-28,Working professional,Marketing,1,1,1,1,0,0
U02492,2026-03-25,Final-year student,Marketing,1,0,0,0,0,0
U02493,2026-06-18,Final-year student,Data Analyst,1,0,0,0,0,0
U02494,2026-02-12,Working professional,Product Manager,0,0,0,0,0,0
U02495,2026-06-03,Working professional,Data Analyst,1,1,0,0,0,0
U02496,2026-03-30,Fresh graduate,Software Engineer,1,1,0,0,0,0
U02497,2026-04-04,Fresh graduate,Product Manager,0,0,0,0,0,0
U02498,2026-02-15,Final-year student,Product Manager,1,0,0,0,0,0
U02499,2026-06-15,Working professional,Software Engineer,1,0,0,0,0,0
U02500,2026-04-06,Fresh graduate,Product Manager,1,1,1,0,0,0
U02501,2026-04-14,Final-year student,Product Manager,0,0,0,0,0,0
U02502,2026-03-25,Fresh graduate,Software Engineer,1,1,1,1,1,0
U02503,2026-01-17,Working professional,Product Manager,1,1,1,0,0,0
U02504,2026-05-21,Working professional,Product Manager,1,1,1,0,0,0
U02505,2026-03-01,Final-year student,Product Manager,1,1,1,1,0,0
U02506,2026-02-13,Final-year student,Software Engineer,0,0,0,0,0,0
U02507,2026-05-21,Working professional,Marketing,1,1,0,0,0,0
U02508,2026-02-05,Working professional,Data Analyst,1,0,0,0,0,0
U02509,2026-05-03,Fresh graduate,Software Engineer,1,1,1,0,0,0
U02510,2026-03-27,Fresh graduate,Software Engineer,1,1,1,0,0,0
U02511,2026-05-24,Fresh graduate,Software Engineer,1,0,0,0,0,0
U02512,2026-01-10,Final-year student,Product Manager,1,0,0,0,0,0
U02513,2026-05-20,Final-year student,Product Manager,1,1,1,0,0,0
U02514,2026-02-11,Final-year student,Software Engineer,1,1,0,0,0,0
U02515,2026-06-06,Final-year student,Software Engineer,1,1,0,0,0,0
U02516,2026-03-05,Working professional,Product Manager,1,1,1,0,0,0
U02517,2026-01-02,Final-year student,Data Analyst,1,1,0,0,0,0
U02518,2026-03-29,Final-year student,Software Engineer,1,0,0,0,0,0
U02519,2026-01-10,Fresh graduate,Product Manager,0,0,0,0,0,0
U02520,2026-02-18,Final-year student,Product Manager,1,1,1,0,0,0
U02521,2026-05-10,Final-year student,Product Manager,1,1,1,0,0,0
U02522,2026-04-11,Fresh graduate,Product Manager,1,1,1,0,0,0
U02523,2026-05-08,Final-year student,Product Manager,1,1,1,1,1,1
U02524,2026-06-08,Fresh graduate,Product Manager,1,1,1,0,0,0
U02525,2026-03-26,Working professional,Product Manager,1,1,1,1,1,1
U02526,2026-04-08,Final-year student,Product Manager,1,0,0,0,0,0
U02527,2026-01-11,Working professional,Data Analyst,1,1,1,1,0,0
U02528,2026-02-21,Working professional,Data Analyst,1,0,0,0,0,0
U02529,2026-05-11,Working professional,Product Manager,0,0,0,0,0,0
U02530,2026-01-12,Fresh graduate,Product Manager,1,1,1,1,0,0
U02531,2026-03-06,Fresh graduate,Product Manager,1,1,1,1,1,0
U02532,2026-01-25,Fresh graduate,Product Manager,1,1,1,1,0,0
U02533,2026-06-04,Fresh graduate,Product Manager,1,1,1,0,0,0
U02534,2026-04-12,Final-year student,Product Manager,1,1,1,1,1,0
U02535,2026-04-27,Working professional,Product Manager,1,1,0,0,0,0
U02536,2026-05-04,Fresh graduate,Marketing,1,1,1,1,0,0
U02537,2026-02-10,Fresh graduate,Product Manager,1,1,1,1,0,0
U02538,2026-01-09,Final-year student,Data Analyst,1,1,1,1,1,0
U02539,2026-03-13,Final-year student,Product Manager,1,1,0,0,0,0
U02540,2026-02-03,Fresh graduate,Product Manager,1,1,1,1,0,0
U02541,2026-02-27,Fresh graduate,Marketing,1,1,0,0,0,0
U02542,2026-02-27,Final-year student,Product Manager,1,1,1,0,0,0
U02543,2026-05-21,Final-year student,Software Engineer,1,1,0,0,0,0
U02544,2026-02-27,Final-year student,Marketing,1,0,0,0,0,0
U02545,2026-01-28,Fresh graduate,Software Engineer,1,0,0,0,0,0
U02546,2026-06-22,Final-year student,Product Manager,1,1,0,0,0,0
U02547,2026-01-09,Working professional,Product Manager,1,1,0,0,0,0
U02548,2026-02-06,Final-year student,Product Manager,0,0,0,0,0,0
U02549,2026-03-04,Final-year student,Product Manager,0,0,0,0,0,0
U02550,2026-01-12,Final-year student,Product Manager,1,1,0,0,0,0
U02551,2026-06-11,Fresh graduate,Data Analyst,1,1,1,0,0,0
U02552,2026-03-05,Fresh graduate,Software Engineer,1,1,1,1,0,0
U02553,2026-05-21,Fresh graduate,Product Manager,1,1,1,1,1,0
U02554,2026-01-25,Working professional,Product Manager,1,1,1,0,0,0
U02555,2026-04-04,Final-year student,Software Engineer,1,1,1,1,0,0
U02556,2026-01-23,Fresh graduate,Marketing,0,0,0,0,0,0
U02557,2026-02-11,Final-year student,Product Manager,1,0,0,0,0,0
U02558,2026-03-15,Final-year student,Product Manager,1,1,1,0,0,0
U02559,2026-06-05,Fresh graduate,Data Analyst,1,1,1,1,0,0
U02560,2026-02-25,Final-year student,Data Analyst,1,0,0,0,0,0
U02561,2026-05-16,Fresh graduate,Marketing,1,1,0,0,0,0
U02562,2026-01-17,Fresh graduate,Product Manager,1,1,1,1,0,0
U02563,2026-02-15,Fresh graduate,Product Manager,1,1,1,1,1,0
U02564,2026-04-19,Fresh graduate,Product Manager,1,1,1,0,0,0
U02565,2026-03-26,Fresh graduate,Product Manager,1,1,0,0,0,0
U02566,2026-04-01,Final-year student,Data Analyst,1,1,0,0,0,0
U02567,2026-05-03,Final-year student,Product Manager,1,1,1,0,0,0
U02568,2026-01-14,Final-year student,Software Engineer,1,1,1,1,0,0
U02569,2026-05-06,Fresh graduate,Marketing,1,1,1,0,0,0
U02570,2026-06-05,Working professional,Marketing,0,0,0,0,0,0
U02571,2026-05-18,Final-year student,Software Engineer,1,1,1,1,0,0
U02572,2026-02-21,Fresh graduate,Marketing,1,1,1,1,0,0
U02573,2026-03-05,Fresh graduate,Product Manager,1,1,0,0,0,0
U02574,2026-06-23,Working professional,Product Manager,1,1,1,1,1,0
U02575,2026-05-23,Fresh graduate,Product Manager,1,1,1,1,0,0
U02576,2026-06-17,Fresh graduate,Marketing,1,1,1,1,0,0
U02577,2026-06-14,Fresh graduate,Marketing,1,1,1,1,0,0
U02578,2026-03-20,Working professional,Product Manager,1,1,1,0,0,0
U02579,2026-01-24,Final-year student,Product Manager,0,0,0,0,0,0
U02580,2026-02-11,Working professional,Product Manager,1,0,0,0,0,0
U02581,2026-02-22,Final-year student,Product Manager,1,1,1,1,1,0
U02582,2026-05-31,Working professional,Data Analyst,1,1,0,0,0,0
U02583,2026-02-19,Final-year student,Product Manager,1,0,0,0,0,0
U02584,2026-03-07,Final-year student,Data Analyst,1,1,1,1,0,0
U02585,2026-06-03,Final-year student,Software Engineer,1,0,0,0,0,0
U02586,2026-01-30,Final-year student,Product Manager,0,0,0,0,0,0
U02587,2026-04-30,Final-year student,Product Manager,1,1,1,1,0,0
U02588,2026-04-10,Final-year student,Marketing,1,0,0,0,0,0
U02589,2026-06-27,Fresh graduate,Software Engineer,1,1,1,1,1,0
U02590,2026-03-30,Final-year student,Product Manager,1,0,0,0,0,0
U02591,2026-04-04,Fresh graduate,Product Manager,1,1,1,1,0,0
U02592,2026-06-03,Working professional,Marketing,1,1,1,1,0,0
U02593,2026-06-28,Fresh graduate,Data Analyst,1,1,1,1,1,0
U02594,2026-05-12,Final-year student,Data Analyst,1,0,0,0,0,0
U02595,2026-05-06,Final-year student,Software Engineer,1,1,1,1,1,0
U02596,2026-06-07,Working professional,Data Analyst,1,1,1,0,0,0
U02597,2026-06-26,Final-year student,Product Manager,1,1,0,0,0,0
U02598,2026-05-13,Final-year student,Software Engineer,1,0,0,0,0,0
U02599,2026-02-22,Working professional,Product Manager,1,0,0,0,0,0
U02600,2026-04-26,Working professional,Software Engineer,0,0,0,0,0,0
U02601,2026-02-12,Final-year student,Marketing,1,0,0,0,0,0
U02602,2026-04-01,Fresh graduate,Marketing,1,1,1,0,0,0
U02603,2026-03-22,Fresh graduate,Product Manager,1,1,0,0,0,0
U02604,2026-06-27,Fresh graduate,Software Engineer,1,1,1,1,1,0
U02605,2026-04-10,Final-year student,Data Analyst,0,0,0,0,0,0
U02606,2026-06-22,Final-year student,Marketing,1,1,1,1,1,1
U02607,2026-05-26,Fresh graduate,Data Analyst,1,1,0,0,0,0
U02608,2026-06-02,Final-year student,Product Manager,1,1,1,0,0,0
U02609,2026-01-31,Fresh graduate,Product Manager,1,0,0,0,0,0
U02610,2026-05-20,Final-year student,Data Analyst,1,0,0,0,0,0
U02611,2026-02-15,Working professional,Data Analyst,1,0,0,0,0,0
U02612,2026-04-14,Working professional,Software Engineer,1,0,0,0,0,0
U02613,2026-03-29,Fresh graduate,Software Engineer,1,1,0,0,0,0
U02614,2026-02-16,Fresh graduate,Product Manager,1,1,1,0,0,0
U02615,2026-06-27,Final-year student,Product Manager,1,1,0,0,0,0
U02616,2026-06-07,Fresh graduate,Data Analyst,0,0,0,0,0,0
U02617,2026-04-14,Final-year student,Product Manager,1,1,1,1,0,0
U02618,2026-01-02,Working professional,Software Engineer,1,0,0,0,0,0
U02619,2026-02-02,Working professional,Software Engineer,1,1,1,1,0,0
U02620,2026-02-10,Working professional,Data Analyst,1,0,0,0,0,0
U02621,2026-06-24,Working professional,Product Manager,1,1,0,0,0,0
U02622,2026-03-14,Working professional,Software Engineer,1,1,0,0,0,0
U02623,2026-01-09,Final-year student,Product Manager,1,1,1,0,0,0
U02624,2026-04-16,Working professional,Product Manager,1,1,0,0,0,0
U02625,2026-06-21,Fresh graduate,Product Manager,1,1,1,1,1,0
U02626,2026-04-11,Final-year student,Product Manager,1,1,1,1,1,0
U02627,2026-03-21,Fresh graduate,Marketing,1,1,1,1,0,0
U02628,2026-02-01,Final-year student,Marketing,1,1,1,1,0,0
U02629,2026-06-08,Final-year student,Product Manager,1,1,1,1,0,0
U02630,2026-01-19,Final-year student,Data Analyst,1,0,0,0,0,0
U02631,2026-06-18,Final-year student,Product Manager,1,1,0,0,0,0
U02632,2026-02-10,Fresh graduate,Software Engineer,1,1,0,0,0,0
U02633,2026-01-25,Working professional,Data Analyst,1,1,1,1,0,0
U02634,2026-03-04,Fresh graduate,Software Engineer,1,1,1,1,1,0
U02635,2026-01-01,Fresh graduate,Product Manager,1,1,0,0,0,0
U02636,2026-01-03,Final-year student,Product Manager,1,0,0,0,0,0
U02637,2026-02-03,Fresh graduate,Product Manager,1,1,0,0,0,0
U02638,2026-05-05,Final-year student,Marketing,1,1,1,0,0,0
U02639,2026-05-27,Working professional,Software Engineer,1,1,1,0,0,0
U02640,2026-02-14,Final-year student,Product Manager,1,1,0,0,0,0
U02641,2026-04-27,Fresh graduate,Product Manager,1,1,1,0,0,0
U02642,2026-03-05,Fresh graduate,Marketing,1,1,1,0,0,0
U02643,2026-03-19,Fresh graduate,Product Manager,1,1,1,0,0,0
U02644,2026-03-02,Working professional,Software Engineer,1,1,1,0,0,0
U02645,2026-06-10,Final-year student,Software Engineer,1,1,1,1,0,0
U02646,2026-04-03,Working professional,Product Manager,1,1,0,0,0,0
U02647,2026-04-02,Fresh graduate,Product Manager,1,0,0,0,0,0
U02648,2026-06-04,Fresh graduate,Product Manager,1,0,0,0,0,0
U02649,2026-04-29,Fresh graduate,Product Manager,1,0,0,0,0,0
U02650,2026-01-27,Working professional,Software Engineer,1,0,0,0,0,0
U02651,2026-02-03,Working professional,Data Analyst,1,1,1,0,0,0
U02652,2026-03-03,Final-year student,Product Manager,0,0,0,0,0,0
U02653,2026-01-18,Working professional,Product Manager,1,1,0,0,0,0
U02654,2026-05-05,Fresh graduate,Product Manager,1,1,0,0,0,0
U02655,2026-03-31,Fresh graduate,Product Manager,1,1,1,1,0,0
U02656,2026-01-08,Working professional,Data Analyst,1,0,0,0,0,0
U02657,2026-03-14,Final-year student,Data Analyst,0,0,0,0,0,0
U02658,2026-05-30,Fresh graduate,Data Analyst,1,0,0,0,0,0
U02659,2026-06-13,Final-year student,Product Manager,1,1,0,0,0,0
U02660,2026-06-23,Final-year student,Software Engineer,1,0,0,0,0,0
U02661,2026-06-16,Working professional,Product Manager,1,0,0,0,0,0
U02662,2026-04-20,Final-year student,Marketing,1,0,0,0,0,0
U02663,2026-06-16,Final-year student,Software Engineer,1,1,0,0,0,0
U02664,2026-06-22,Final-year student,Marketing,1,1,1,1,0,0
U02665,2026-04-25,Fresh graduate,Product Manager,1,1,1,0,0,0
U02666,2026-03-16,Working professional,Product Manager,1,1,1,1,0,0
U02667,2026-06-23,Working professional,Data Analyst,1,1,0,0,0,0
U02668,2026-03-16,Final-year student,Product Manager,1,1,1,1,0,0
U02669,2026-01-30,Fresh graduate,Software Engineer,1,1,0,0,0,0
U02670,2026-01-20,Fresh graduate,Product Manager,1,1,1,0,0,0
U02671,2026-04-13,Fresh graduate,Marketing,1,1,0,0,0,0
U02672,2026-01-07,Final-year student,Product Manager,1,1,1,1,1,0
U02673,2026-01-22,Final-year student,Marketing,1,1,0,0,0,0
U02674,2026-02-14,Fresh graduate,Product Manager,1,1,1,1,1,0
U02675,2026-04-06,Fresh graduate,Product Manager,1,1,1,0,0,0
U02676,2026-03-28,Fresh graduate,Product Manager,1,1,1,1,0,0
U02677,2026-04-03,Fresh graduate,Product Manager,1,1,1,0,0,0
U02678,2026-04-02,Working professional,Marketing,1,1,0,0,0,0
U02679,2026-06-28,Fresh graduate,Marketing,1,1,1,0,0,0
U02680,2026-02-09,Final-year student,Marketing,1,1,0,0,0,0
U02681,2026-03-27,Working professional,Marketing,1,0,0,0,0,0
U02682,2026-04-21,Working professional,Software Engineer,0,0,0,0,0,0
U02683,2026-02-19,Final-year student,Product Manager,1,1,0,0,0,0
U02684,2026-02-02,Fresh graduate,Data Analyst,1,1,1,0,0,0
U02685,2026-01-09,Final-year student,Product Manager,0,0,0,0,0,0
U02686,2026-02-28,Fresh graduate,Data Analyst,1,1,0,0,0,0
U02687,2026-02-15,Final-year student,Product Manager,1,1,1,0,0,0
U02688,2026-02-05,Fresh graduate,Software Engineer,1,1,1,1,1,0
U02689,2026-02-18,Final-year student,Product Manager,1,0,0,0,0,0
U02690,2026-05-06,Fresh graduate,Product Manager,1,0,0,0,0,0
U02691,2026-05-29,Working professional,Product Manager,1,1,0,0,0,0
U02692,2026-04-03,Final-year student,Product Manager,1,1,1,0,0,0
U02693,2026-01-12,Working professional,Product Manager,1,0,0,0,0,0
U02694,2026-05-13,Working professional,Product Manager,0,0,0,0,0,0
U02695,2026-01-28,Working professional,Product Manager,1,0,0,0,0,0
U02696,2026-01-11,Final-year student,Software Engineer,1,1,1,0,0,0
U02697,2026-04-13,Working professional,Product Manager,1,0,0,0,0,0
U02698,2026-03-18,Final-year student,Data Analyst,1,1,0,0,0,0
U02699,2026-02-26,Final-year student,Product Manager,1,0,0,0,0,0
U02700,2026-06-24,Working professional,Software Engineer,1,1,0,0,0,0
U02701,2026-01-17,Fresh graduate,Product Manager,0,0,0,0,0,0
U02702,2026-01-10,Fresh graduate,Product Manager,1,1,1,0,0,0
U02703,2026-04-16,Final-year student,Software Engineer,1,0,0,0,0,0
U02704,2026-03-17,Working professional,Software Engineer,1,1,0,0,0,0
U02705,2026-05-25,Fresh graduate,Product Manager,1,1,1,0,0,0
U02706,2026-01-08,Fresh graduate,Product Manager,1,1,1,0,0,0
U02707,2026-03-17,Working professional,Product Manager,1,1,0,0,0,0
U02708,2026-01-27,Final-year student,Product Manager,0,0,0,0,0,0
U02709,2026-01-08,Final-year student,Product Manager,1,1,1,1,0,0
U02710,2026-03-25,Fresh graduate,Software Engineer,1,1,1,0,0,0
U02711,2026-05-13,Working professional,Product Manager,1,1,1,1,0,0
U02712,2026-01-29,Final-year student,Data Analyst,1,0,0,0,0,0
U02713,2026-06-01,Final-year student,Product Manager,0,0,0,0,0,0
U02714,2026-04-04,Final-year student,Product Manager,1,0,0,0,0,0
U02715,2026-03-28,Working professional,Product Manager,1,1,1,0,0,0
U02716,2026-06-16,Final-year student,Product Manager,1,1,0,0,0,0
U02717,2026-03-01,Fresh graduate,Product Manager,1,0,0,0,0,0
U02718,2026-02-06,Working professional,Data Analyst,1,0,0,0,0,0
U02719,2026-05-22,Final-year student,Data Analyst,1,1,1,0,0,0
U02720,2026-01-20,Fresh graduate,Product Manager,1,1,0,0,0,0
U02721,2026-06-06,Fresh graduate,Product Manager,1,1,1,1,1,0
U02722,2026-05-29,Working professional,Data Analyst,1,1,1,0,0,0
U02723,2026-06-25,Final-year student,Product Manager,1,1,1,1,1,0
U02724,2026-03-24,Final-year student,Product Manager,1,1,1,1,0,0
U02725,2026-04-22,Final-year student,Data Analyst,0,0,0,0,0,0
U02726,2026-06-08,Fresh graduate,Product Manager,1,1,1,1,1,0
U02727,2026-01-24,Fresh graduate,Product Manager,1,1,0,0,0,0
U02728,2026-02-25,Final-year student,Product Manager,1,1,0,0,0,0
U02729,2026-03-26,Final-year student,Software Engineer,1,1,1,0,0,0
U02730,2026-04-23,Working professional,Product Manager,0,0,0,0,0,0
U02731,2026-05-03,Final-year student,Software Engineer,1,1,0,0,0,0
U02732,2026-06-16,Final-year student,Product Manager,1,1,1,1,0,0
U02733,2026-03-30,Fresh graduate,Product Manager,1,1,1,0,0,0
U02734,2026-01-31,Final-year student,Product Manager,0,0,0,0,0,0
U02735,2026-02-04,Final-year student,Data Analyst,1,1,1,1,1,0
